"帳票名","仕訳日記帳"
"書式名","汎用形式"
"事業所名","㈱コムテックエンタープライズ"
"処理日時","2026/09/09","14:05:26"
"検索条件",""
"集計期間","2025/07/01","2026/06/30","決算仕訳を含む"
"当日仕訳","NO"
"[表題行]","日付","伝票No.","決算","調整","付箋1","付箋2","タイプ","生成元","借方勘定科目","借方補助科目","借方部門","借方税区分","借方税計算区分","借方金額","借方税額","貸方勘定科目","貸方補助科目","貸方部門","貸方税区分","貸方税計算区分","貸方金額","貸方税額","摘要","請求書区分","仕入税額控除","期日","番号","仕訳メモ","作業日付","仕訳番号"
"[明細行]","2025/09/30",,"","NO","","","","","旅費交通費","","","課対仕入10%","",1440,,"現金","","","対象外","",1440,,"交通費（横山　9/22-9/29）","","","",,"","2026/08/13",26902
"[明細行]","2025/09/30",,"","NO","","","","","支払手数料","","","課対仕入10%","",550,,"売掛金","日本カラリング㈱","","対象外","",550,,"振込手数料　相殺","","","",,"","2026/08/14",26966
"[明細行]","2025/09/30",,"","NO","","","","","売掛金","日本カラリング㈱","","対象外","",385000,,"売上高（5種）","日本カラリング㈱","","簡売五10%","",385000,,"日本カラリング㈱　","","","",,"","2026/08/14",26967
"[明細行]","2025/09/30",,"","NO","","","","","売上高（5種）","日本カラリング㈱","","簡売五10%","",3988,,"売掛金","日本カラリング㈱","","対象外","",3988,,"日本カラリング㈱　値引　","","","",,"","2026/08/14",26968
"[明細行]","2025/09/30",,"","NO","","","","","支払手数料","","","課対仕入10%","",385,,"売掛金","東海オートメーション㈱","","対象外","",385,,"振込手数料　相殺","","","",,"","2026/08/14",27114
"[明細行]","2025/09/30",,"","NO","","","","","売掛金","東海オートメーション㈱","","対象外","",66000,,"売上高（5種）","東海オートメーション㈱","","簡売五10%","",66000,,"東海オートメーション㈱　","","","",,"","2026/08/14",27100
"[明細行]","2025/09/30",,"","NO","","","","[CSV]","法定福利費","","","対象外","",333301,,"普通　三菱UFJ銀行","","","対象外","",333301,,"シヤカイホケンリヨウトウ（コツ　8月分　10/3","","","",,"","2026/08/23",28151
"[明細行]","2025/09/30",,"","NO","","","","","消費税","","","対象外","",28900,,"未払消費税","","","対象外","",28900,,"消費税当期分","","","",,"","2026/08/21",27999
"[日次合計行]","","","","","","","","","","","","","",4734452,0,"","","","","",4734452,0,"","","","","","","",""
"[月度合計行]","","","","","","","","","","","","","",12644372,0,"","","","","",12644372,0,"","","","","","","",""
"[明細行]","2025/10/02",,"","NO","","","","[CSV]","リース料","車両","","課対仕入10%","",29150,,"普通　三菱UFJ銀行","","","対象外","",29150,,"ＴＦ）トヨタフアイナンス","","","",,"","2026/01/28",24847
"[日次合計行]","","","","","","","","","","","","","",29150,0,"","","","","",29150,0,"","","","","","","",""
"[明細行]","2025/10/06",,"","NO","","","","","旅費交通費","","","課対仕入10%","",4520,,"小口現金","","","対象外","",4520,,"JR代、三重交通","","","",,"","2026/08/21",27921
"[日次合計行]","","","","","","","","","","","","","",4520,0,"","","","","",4520,0,"","","","","","","",""
"[明細行]","2025/10/07",,"","NO","","","","","旅費交通費","","","課対仕入10%","",300,,"小口現金","","","対象外","",300,,"駐車料　","","","",,"","2026/08/21",27915
"[明細行]","2025/10/07",,"","NO","","","","","小口現金","","","対象外","",150000,,"貸付金","","","対象外","",150000,,"長尾友春氏より　","","","",,"","2026/08/21",27916
"[日次合計行]","","","","","","","","","","","","","",150300,0,"","","","","",150300,0,"","","","","","","",""
"[明細行]","2025/10/10",,"","NO","","","","[CSV]","ニコスカード","","","対象外","",31335,,"普通　三菱UFJ銀行","","","対象外","",31335,,"ＤＣ","","","",,"","2026/01/28",24849
"[明細行]","2025/10/10",,"","NO","","","","[CSV]","預り金②","一宮市","","対象外","",10500,,"普通　三菱UFJ銀行","","","対象外","",10500,,"税金","","","",,"","2026/01/28",25218
"[明細行]","2025/10/10",,"","NO","","","","[CSV]","預り金②","刈谷市","","対象外","",9700,,"普通　三菱UFJ銀行","","","対象外","",9700,,"税金","","","",,"","2026/01/28",25219
"[明細行]","2025/10/10",,"","NO","","","","[CSV]","預り金②","名古屋市","","対象外","",15500,,"普通　三菱UFJ銀行","","","対象外","",15500,,"税金","","","",,"","2026/01/28",25220
"[明細行]","2025/10/10",,"","NO","","","","[CSV]","通信費","","","課対仕入10%","",4382,,"ニコスカード","","","対象外","",4382,,"ソフトバンクＭ（０７月分）","","","",,"","2026/08/12",25853
"[明細行]","2025/10/10",,"","NO","","","","[CSV]","消耗品費","","","課対仕入10%","",1980,,"ニコスカード","","","対象外","",1980,,"ADOBE SYSTEMS SOFTWA / ADOBE.LY/JPJP","","","",,"","2026/08/12",25854
"[明細行]","2025/10/10",,"","NO","","","","[CSV]","通信費","","","課対仕入10%","",1080,,"ニコスカード","","","対象外","",1080,,"SPOTIFY P3A3B9106B / STOCKHOLM","","","",,"","2026/08/12",25855
"[明細行]","2025/10/10",,"","NO","","","","[CSV]","水道光熱費","","","課対仕入10%","",23893,,"ニコスカード","","","対象外","",23893,,"中部電力　２５／０９利用分","","","",,"","2026/08/12",25856
"[日次合計行]","","","","","","","","","","","","","",98370,0,"","","","","",98370,0,"","","","","","","",""
"[明細行]","2025/10/11",,"","NO","","","","","旅費交通費","","","課対仕入10%","",23360,,"小口現金","","","対象外","",23360,,"JR東海代　新幹線","","","",,"","2026/08/21",27924
"[日次合計行]","","","","","","","","","","","","","",23360,0,"","","","","",23360,0,"","","","","","","",""
"[明細行]","2025/10/12",,"","NO","","","","","旅費交通費","","","課対仕入10%","",3830,,"現金","","","対象外","",3830,,"交通費（藤井　11/11-11/14）","","","",,"","2026/08/13",26903
"[日次合計行]","","","","","","","","","","","","","",3830,0,"","","","","",3830,0,"","","","","","","",""
"[明細行]","2025/10/13",,"","NO","","","","","旅費交通費","","","課対仕入10%","",4520,,"小口現金","","","対象外","",4520,,"JR代、三重交通","","","",,"","2026/08/21",27922
"[日次合計行]","","","","","","","","","","","","","",4520,0,"","","","","",4520,0,"","","","","","","",""
"[明細行]","2025/10/15",,"","NO","","","","","支払手数料","","","課対仕入10%","",440,,"普通　三井住友銀行","","","対象外","",440,,"㈱三井住友銀行　残高証明書","","","",,"","2026/08/13",26871
"[日次合計行]","","","","","","","","","","","","","",440,0,"","","","","",440,0,"","","","","","","",""
"[明細行]","2025/10/17",,"","NO","","","","","旅費交通費","","","課対仕入10%","",200,,"小口現金","","","対象外","",200,,"駐車料　","","","",,"","2026/08/21",27917
"[日次合計行]","","","","","","","","","","","","","",200,0,"","","","","",200,0,"","","","","","","",""
"[明細行]","2025/10/20",,"","NO","","","","[CSV]","支払手数料","","","課対仕入10%","",5060,,"普通　三菱UFJ銀行","","","対象外","",5060,,"BZ手数料　月分","","","",,"","2026/01/28",24853
"[明細行]","2025/10/20",,"","NO","","","","[CSV]","支払手数料","","","課対仕入10%","",550,,"普通　三菱UFJ銀行","","","対象外","",550,,"ザンダカシヨウメイ","","","",,"","2026/01/28",24854
"[明細行]","2025/10/20",,"","NO","","","","[CSV]","支払手数料","","","課対仕入10%","",4114,,"普通　三菱UFJ銀行","","","対象外","",4114,,"振込手数料　月分","","","",,"","2026/01/28",24855
"[明細行]","2025/10/20",,"","NO","","","","","旅費交通費","","","課対仕入10%","",4520,,"小口現金","","","対象外","",4520,,"JR代、三重交通","","","",,"","2026/08/21",27923
"[日次合計行]","","","","","","","","","","","","","",14244,0,"","","","","",14244,0,"","","","","","","",""
"[明細行]","2025/10/22",,"","NO","","","","[CSV]","保険料","","","対象外","",15000,,"普通　三菱UFJ銀行","","","対象外","",15000,,"ナゴヤカイギシヨ　キ","","","",,"","2026/01/28",24856
"[明細行]","2025/10/22",,"","NO","","","","","現金","","","対象外","",50000,,"小口現金","","","対象外","",50000,,"振替","","","",,"","2026/08/12",26864
"[明細行]","2025/10/22",,"","NO","","","","","普通　三井住友銀行","","","対象外","",10000,,"貸付金","","","対象外","",10000,,"長尾友春氏より　","","","",,"","2026/08/23",28084
"[日次合計行]","","","","","","","","","","","","","",75000,0,"","","","","",75000,0,"","","","","","","",""
"[明細行]","2025/10/23",,"","NO","","","","[CSV]","事務用品費","","","課対仕入10%","",1193,,"普通　三菱UFJ銀行","","","対象外","",1193,,"ＳＭＢＣ（コニカミノルタ　9月分","","","",,"","2026/08/15",27156
"[日次合計行]","","","","","","","","","","","","","",1193,0,"","","","","",1193,0,"","","","","","","",""
"[明細行]","2025/10/24",,"","NO","","","","[CSV]","複合","","","対象外","",1195756,,"普通　三菱UFJ銀行","","","対象外","",1195756,,"キユウヨフリコミ　　　　ＢＩＺ","","","",,"","2026/01/28",24858
"[明細行]","2025/10/24",,"","NO","","","","","賃借料","後藤","","課対仕入10%","",127600,,"複合","","","対象外","",127600,,"家賃　林ビル　後藤三枝子　11月分","","","",,"","2026/01/28",25128
"[明細行]","2025/10/24",,"","NO","","","","","雑費","千葉","","課対仕入10%","",162658,,"複合","","","対象外","",162658,,"千葉会計　顧問料　","","","",,"","2026/01/28",25129
"[明細行]","2025/10/24",,"","NO","","","","","賃借料","兵頭","","課対仕入10%","",5000,,"複合","","","対象外","",5000,,"駐車料　兵頭","","","",,"","2026/01/28",25130
"[明細行]","2025/10/24",,"","NO","","","","","役員報酬","","","対象外","",400000,,"複合","","","対象外","",400000,,"給与　10月分","","","",,"","2026/01/28",25120
"[明細行]","2025/10/24",,"","NO","","","","","[製]給料手当","","","対象外","",1000000,,"複合","","","対象外","",1000000,,"給与　10月分","","","",,"","2026/01/28",25121
"[明細行]","2025/10/24",,"","NO","","","","","旅費交通費","","","課対仕入10%","",37000,,"複合","","","対象外","",37000,,"交通費","","","",,"","2026/01/28",25111
"[明細行]","2025/10/24",,"","NO","","","","","複合","","","対象外","",61408,,"法定福利費","","","対象外","",61408,,"健康保険","","","",,"","2026/01/28",25112
"[明細行]","2025/10/24",,"","NO","","","","","複合","","","対象外","",103212,,"法定福利費","","","対象外","",103212,,"厚生年金","","","",,"","2026/01/28",25113
"[明細行]","2025/10/24",,"","NO","","","","","複合","","","対象外","",5704,,"[製]法定福利費","","","対象外","",5704,,"雇用保険料","","","",,"","2026/01/28",25114
"[明細行]","2025/10/24",,"","NO","","","","","複合","","","対象外","",35220,,"預り金","源泉所得税","","対象外","",35220,,"給与　10月分　源泉税","","","",,"","2026/01/28",25202
"[明細行]","2025/10/24",,"","NO","","","","","複合","","","対象外","",15500,,"預り金②","名古屋市","","対象外","",15500,,"給与　10月分　住民税　名古屋市","","","",,"","2026/01/28",25123
"[明細行]","2025/10/24",,"","NO","","","","","複合","","","対象外","",10500,,"預り金②","一宮市","","対象外","",10500,,"給与　10月分　住民税　一宮市","","","",,"","2026/01/28",25124
"[明細行]","2025/10/24",,"","NO","","","","","複合","","","対象外","",9700,,"預り金②","刈谷市","","対象外","",9700,,"給与　10月分　住民税　刈谷氏","","","",,"","2026/01/28",25125
"[明細行]","2025/10/24",,"","NO","","","","","複合","","","対象外","",295258,,"普通　三菱UFJ銀行","","","対象外","",295258,,"ソウゴウフリコミ　　　ＢＩＺ","","","",,"","2026/01/28",25127
"[明細行]","2025/10/24",,"","NO","","","","","雑費","千葉","","課対仕入10%","",13273,,"預り金","源泉所得税","","対象外","",13273,,"千葉会計　源泉所得税　決算料","","","",,"","2026/08/12",26853
"[明細行]","2025/10/24",,"","NO","","","","","雑費","千葉","","課対仕入10%","",3369,,"預り金","源泉所得税","","対象外","",3369,,"千葉会計　源泉所得税　","","","",,"","2026/08/12",26854
"[明細行]","2025/10/24",,"","NO","","","","","旅費交通費","","","課対仕入10%","",100,,"小口現金","","","対象外","",100,,"駐車料　","","","",,"","2026/08/21",27918
"[日次合計行]","","","","","","","","","","","","","",3481258,0,"","","","","",3481258,0,"","","","","","","",""
"[明細行]","2025/10/25",,"","NO","","","","","旅費交通費","","","課対仕入10%","",23360,,"小口現金","","","対象外","",23360,,"JR東海代　新幹線","","","",,"","2026/08/21",27925
"[日次合計行]","","","","","","","","","","","","","",23360,0,"","","","","",23360,0,"","","","","","","",""
"[明細行]","2025/10/26",,"","NO","","","","","旅費交通費","","","課対仕入10%","",10000,,"小口現金","","","対象外","",10000,,"駐車料　","","","",,"","2026/08/21",27920
"[日次合計行]","","","","","","","","","","","","","",10000,0,"","","","","",10000,0,"","","","","","","",""
"[明細行]","2025/10/27",,"","NO","","","","[CSV]","保険料","","","対象外","",4025,,"普通　三菱UFJ銀行","","","対象外","",4025,,"アフラツクＡＰＳ","","","",,"","2026/01/28",24859
"[明細行]","2025/10/27",,"","NO","","","","[CSV]","保険料","","","対象外","",9170,,"普通　三菱UFJ銀行","","","対象外","",9170,,"ＤＦ．オリツクスセイメイ","","","",,"","2026/01/28",24860
"[明細行]","2025/10/27",,"","NO","","","","[CSV]","楽天カード","","","対象外","",247487,,"普通　三菱UFJ銀行","","","対象外","",247487,,"ラクテンカ－ドサ－ビ","","","",,"","2026/01/28",24861
"[明細行]","2025/10/27",,"","NO","","","","[CSV]","通信費","","","課対仕入10%","",2970,,"楽天カード","","","対象外","",2970,,"さくらインターネット","","","",,"","2026/08/12",25483
"[明細行]","2025/10/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",1966,,"楽天カード","","","対象外","",1966,,"ヤクルト届けてネット（名古屋）","","","",,"","2026/08/12",25484
"[明細行]","2025/10/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",1749,,"楽天カード","","","対象外","",1749,,"楽天ＳＰ  アトムグループ  アプリ","","","",,"","2026/08/12",25485
"[明細行]","2025/10/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",1087,,"楽天カード","","","対象外","",1087,,"楽天ＳＰ  ファミリーマートアプリ","","","",,"","2026/08/12",25486
"[明細行]","2025/10/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",244,,"楽天カード","","","対象外","",244,,"楽天ＳＰ  ファミリーマートアプリ","","","",,"","2026/08/12",25487
"[明細行]","2025/10/27",,"","NO","","","","[CSV]","消耗品費","","","課対仕入10%","",1026,,"楽天カード","","","対象外","",1026,,"AMAZON.CO.JP","","","",,"","2026/08/12",25488
"[明細行]","2025/10/27",,"","NO","","","","[CSV]","交際費","","","課対仕入10%","",3040,,"楽天カード","","","対象外","",3040,,"楽天ＳＰ  ガストアプリ","","","",,"","2026/08/23",28108
"[明細行]","2025/10/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",430,,"楽天カード","","","対象外","",430,,"楽天ＳＰ  ファミリーマートアプリ","","","",,"","2026/08/12",25490
"[明細行]","2025/10/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",429,,"楽天カード","","","対象外","",429,,"楽天ＳＰ  ファミリーマートアプリ","","","",,"","2026/08/12",25491
"[明細行]","2025/10/27",,"","NO","","","","[CSV]","消耗品費","","","課対仕入10%","",1531,,"楽天カード","","","対象外","",1531,,"楽天ＳＰ  サンドラッグダイレックスアプリ","","","",,"","2026/08/12",25492
"[明細行]","2025/10/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",430,,"楽天カード","","","対象外","",430,,"楽天ＳＰ  ファミリーマートアプリ","","","",,"","2026/08/12",25493
"[明細行]","2025/10/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",1966,,"楽天カード","","","対象外","",1966,,"ヤクルト届けてネット（名古屋）","","","",,"","2026/08/12",25494
